"Country"	"Year"	"Locality"	"Diagnosis"	"Reference"	"Full_Reference"	"DOI"	"bibtex"	"Latitude"	"Longitude"	"Genus"	"Species"
"Nigeria"	"2011-2012"	"Onmba Abena"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	7.641	8.4066	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Mayo Ranewo"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	8.8242	10.9209	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2011-2012"	"Ngel Nyaki"	"morpho + PCR cytb"	"Olayemi et al. 2018"	"Olayemi A, Obadare A, Oyeyiola A, Fasogbon S, Igbokwe J, Igbahenah F, Ortsega D, Günther S, Verheyen E, Fichet-Calvet E. Small mammal diversity and dynamics within Nigeria, with emphasis on reservoirs of the Lassa virus. Systematics and Biodiversity. 2018 Feb 17;16(2):118-27."	"10.1080/14772000.2017.1358220"	"olayemi2018small"	7.0919	11.0911	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Batkanu"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.07"	"-12.42"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Belebu"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"7.78"	"-12.00"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Bumban"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.12"	"-11.90"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Fadugu"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.38"	"-11.77"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Giema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"8.20"	"-11.05"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Kafogo"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.40"	"-11.73"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Kamagbengbe"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.18"	"-11.93"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Kathumpe"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.50"	"-12.23"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Konia"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"8.10"	"-11.02"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Meema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"8.12"	"-11.00"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Petema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"7.83"	"-12.00"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Segbwema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"7.98"	"-10.95"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Waridalah"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"9.70"	"-11.88"	"Mastomys"	"Mastomys natalensis"
"Sierra Leone"	1978	"Yengema"	"morpho + chrom"	"Robbins et al. 1983"	"Robbins CB, Krebs Jr JW, Johnson KM. Mastomys (Rodentia: Muridae) species distinguished by hemoglobin pattern differences. The American journal of tropical medicine and hygiene. 1983 May 1;32(3):624-30."	"10.4269/ajtmh.1983.32.624"	"robbins1983mastomys"	"7.83"	"-12.02"	"Mastomys"	"Mastomys natalensis"
"Benin"	"2016-2017"	"Worogui"	"morpho + PCR cytb"	"Yadouleton_Agolinou_2019"	"Yadouleton A, Agolinou A, Kourouma F, Saizonou R, Pahlmann M, Bedié SK, Bankolé H, Becker-Ziaja B, Gbaguidi F, Thielebein A, Magassouba NF. Lassa Virus in Pygmy Mice, Benin, 2016–2017. Emerging infectious diseases. 2019 Oct;25(10):1977."	"10.3201/eid2510.180523"	"yadouleton2019lassa"	8.883947222	2.671825	"Mastomys"	"Mastomys natalensis"
"Benin"	"2016-2017"	"Yambouan"	"morpho + PCR cytb"	"Yadouleton_Agolinou_2019"	"Yadouleton A, Agolinou A, Kourouma F, Saizonou R, Pahlmann M, Bedié SK, Bankolé H, Becker-Ziaja B, Gbaguidi F, Thielebein A, Magassouba NF. Lassa Virus in Pygmy Mice, Benin, 2016–2017. Emerging infectious diseases. 2019 Oct;25(10):1977."	"10.3201/eid2510.180523"	"yadouleton2019lassa"	8.973844444	2.750744444	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2004-2006"	"Asejire"	"morpho + skull"	"Olayemi & Akinpelu 2008"	"Olayemi A, Akinpelu A. Diversity and distribution of murid rodent populations between forest and derived savanna sites within south western Nigeria. Biodiversity and Conservation. 2008 Sep 1;17(10):2411."	"10.1007/s10531-008-9389-1"	"olayemi2008diversity"	"7.33"	"4.12"	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2004-2006"	"Ife"	"morpho + skull"	"Olayemi & Akinpelu 2008"	"Olayemi A, Akinpelu A. Diversity and distribution of murid rodent populations between forest and derived savanna sites within south western Nigeria. Biodiversity and Conservation. 2008 Sep 1;17(10):2411."	"10.1007/s10531-008-9389-1"	"olayemi2008diversity"	"7.47"	"4.57"	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2004-2006"	"Osogbo"	"morpho + skull"	"Olayemi & Akinpelu 2008"	"Olayemi A, Akinpelu A. Diversity and distribution of murid rodent populations between forest and derived savanna sites within south western Nigeria. Biodiversity and Conservation. 2008 Sep 1;17(10):2411."	"10.1007/s10531-008-9389-1"	"olayemi2008diversity"	"7.77"	"4.57"	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2004-2006"	"Ogbomosos"	"morpho + skull"	"Olayemi & Akinpelu 2008"	"Olayemi A, Akinpelu A. Diversity and distribution of murid rodent populations between forest and derived savanna sites within south western Nigeria. Biodiversity and Conservation. 2008 Sep 1;17(10):2411."	"10.1007/s10531-008-9389-1"	"olayemi2008diversity"	"8.13"	"4.27"	"Mastomys"	"Mastomys natalensis"
"Nigeria"	"2004-2006"	"Ilorin"	"morpho + skull"	"Olayemi & Akinpelu 2008"	"Olayemi A, Akinpelu A. Diversity and distribution of murid rodent populations between forest and derived savanna sites within south western Nigeria. Biodiversity and Conservation. 2008 Sep 1;17(10):2411."	"10.1007/s10531-008-9389-1"	"olayemi2008diversity"	"8.50"	"4.55"	"Mastomys"	"Mastomys natalensis"
"Mali"	2009	"NTessoni"	"PCR cytb"	"Safronetz, Lopez, 2010"	"Safronetz D, Lopez JE, Sogoba N, Traore SF, Raffel SJ, Fischer ER, Ebihara H, Branco L, Garry RF, Schwan TG, Feldmann H. Detection of Lassa virus, Mali. Emerging infectious diseases. 2010 Jul;16(7):1123."	"10.3201/eid1607.100146"	"safronetz2010detection"	11.03333333	-5.983333333	"Mastomys"	"Mastomys natalensis"
"Mali"	2009	"Soromba"	"PCR cytb"	"Safronetz, Lopez, 2010"	"Safronetz D, Lopez JE, Sogoba N, Traore SF, Raffel SJ, Fischer ER, Ebihara H, Branco L, Garry RF, Schwan TG, Feldmann H. Detection of Lassa virus, Mali. Emerging infectious diseases. 2010 Jul;16(7):1123."	"10.3201/eid1607.100146"	"safronetz2010detection"	10.58333333	-7.15	"Mastomys"	"Mastomys natalensis"
"Mali"	2009	"Doneguebougou"	"PCR cytb"	"Safronetz, Lopez, 2010"	"Safronetz D, Lopez JE, Sogoba N, Traore SF, Raffel SJ, Fischer ER, Ebihara H, Branco L, Garry RF, Schwan TG, Feldmann H. Detection of Lassa virus, Mali. Emerging infectious diseases. 2010 Jul;16(7):1123."	"10.3201/eid1607.100146"	"safronetz2010detection"	12.80583333	-7.983333333	"Mastomys"	"Mastomys natalensis"
"Mali"	2009	"Petaka"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	15.02361	-2.848611	"Mastomys"	"Mastomys natalensis"
"Mali"	2009	"Sinkerma"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	14.38083	-3.568333	"Mastomys"	"Mastomys natalensis"
"Mali"	2007	"Molibana"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	14.01556	-4.231111	"Mastomys"	"Mastomys natalensis"
"Mali"	2011	"Doukombou"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	14.35528	-3.657222	"Mastomys"	"Mastomys natalensis"
"Mali"	2011	"Kalibombo"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	14.40028	-3.600556	"Mastomys"	"Mastomys natalensis"
"Mali"	2011	"Kerikoumala"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.88944	-7.387778	"Mastomys"	"Mastomys natalensis"
"Mali"	2007	"Djidian"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	13.20083	-9.453889	"Mastomys"	"Mastomys natalensis"
"Mali"	2009	"Belenikegny"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	13.3825	-4.916667	"Mastomys"	"Mastomys natalensis"
"Mali"	"2009-2011"	"Doneguebougou"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	12.805	-7.980278	"Mastomys"	"Mastomys natalensis"
"Mali"	2009	"Bozokin"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	12.69806	8.698056	"Mastomys"	"Mastomys natalensis"
"Mali"	2009	"Kenieroba"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	12.11222	-8.332222	"Mastomys"	"Mastomys natalensis"
"Mali"	2009	"Fourda"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	12.09139	-8.335	"Mastomys"	"Mastomys natalensis"
"Mali"	2011	"Garalo"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.99361111	-7.437222222	"Mastomys"	"Mastomys natalensis"
"Mali"	2011	"Kotie"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.9175	-7.405833333	"Mastomys"	"Mastomys natalensis"
"Mali"	2012	"Tiekoumana"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.88555556	-7.382222222	"Mastomys"	"Mastomys natalensis"
"Mali"	"2009-2012"	"Soromba"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.58916667	-7.155833333	"Mastomys"	"Mastomys natalensis"
"Mali"	"2010-2012"	"Komina"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.61638889	-7.158333333	"Mastomys"	"Mastomys natalensis"
"Mali"	2012	"Minzaga"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.52388889	-7.248055556	"Mastomys"	"Mastomys natalensis"
"Mali"	2012	"Banzana"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.52388889	-7.248055556	"Mastomys"	"Mastomys natalensis"
"Mali"	2012	"Bamba"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.38305556	-7.151666667	"Mastomys"	"Mastomys natalensis"
"Mali"	2012	"Ouoma"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.39722222	-7.259166667	"Mastomys"	"Mastomys natalensis"
"Mali"	2012	"Flalaba"	"PCR cytb"	"Safronetz, Sogoba, 2013"	"Safronetz D, Sogoba N, Lopez JE, Maiga O, Dahlstrom E, Zivcec M, Feldmann F, Haddock E, Fischer RJ, Anderson JM, Munster VJ. Geographic distribution and genetic characterization of Lassa virus in sub-Saharan Mali. PLoS neglected tropical diseases. 2013 Dec;7(12)."	"10.1371/journal.pntd.0002582"	"safronetz2013geographic"	10.69166667	-7.364722222	"Mastomys"	"Mastomys natalensis"
